Funder,closed,gold,diamond,bronze,green,hybrid,Total,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Anaheim Center for New Energy Technologies, AC-NET: C10X0816",0,1,0,0,0,0,1,100,0,0,100
Ancestry,0,1,0,0,0,0,1,100,0,0,100
Anderson Trust,0,1,0,0,0,0,1,100,0,0,100
Andrew Pullan Doctoral Scholarship,1,0,0,0,0,0,1,0,0,1,100
Andrew Urquhart and family,0,1,0,0,0,0,1,100,0,0,100
Anesthesia Patient Safety Foundation,0,0,0,0,0,1,1,100,0,0,100
"Anesthesia Patient Safety Foundation, APSF",0,0,0,0,0,1,1,100,0,0,100
"Aneurysm and AVM Foundation, TAAF",0,1,0,0,0,0,1,100,0,0,100
Angior Family Foundation,1,0,0,0,0,0,1,0,0,1,100
"Angior Family Foundation, Melbourne, Australia",1,0,0,0,0,0,1,0,1,0,100
Anhui Academy of Agricultural Sciences,1,0,0,0,0,0,1,0,1,0,100
"Anhui Agricultural University, AAU",0,1,0,0,0,0,1,100,0,0,100
Anhui Provincial Natural Science FoundationNatural Science Foundation of Anhui Province,1,0,0,0,0,0,1,0,1,0,100
Anhui Science and Technology Key Special Program,2,0,0,0,0,0,2,0,1,1,100
Animal Ethics Committee Funding Source,1,0,0,0,0,0,1,0,0,1,100
Animal Ethics Committee Funding Source: Medline,1,0,0,0,0,0,1,0,0,1,100
"Animal Health Trust, AHT",0,2,0,0,1,0,3,100,0,0,100
Antarctic Science Platform,0,0,0,0,0,1,1,100,0,0,100
Antarctica New Zealand,3,0,0,1,0,5,9,66,1,0,77
Antarctica New Zealand: EQC 15/U710,1,0,0,0,0,0,1,0,1,0,100
Antti Wihuri Foundation (FIN),0,0,0,0,0,1,1,100,0,0,100
AoShan Talents Cultivation Program,3,0,0,0,0,0,3,0,3,0,100
Aoshan Talents Cultivation Program,1,0,0,0,0,0,1,0,1,0,100
Aoteaoroa-New Zealand government National Science Challenge,0,1,0,0,0,0,1,100,0,0,100
"Aoteaoroa-New Zealand government National Science Challenge: Resilience to Nature's Challenges - Kia manawaroa - Nga Akina o Te Ao Turoa: The Living at the Edge, Coastal, and Resilience Governance projects",0,1,0,0,0,0,1,100,0,0,100
"Aotearoa Fellowship - Center for Brain Research, The University of Auckland, New Zealand",0,1,0,0,0,0,1,100,0,0,100
"Aotearoa Fellowship from the Centre for Brain Research, the University of Auckland, New Zealand",1,0,0,0,0,0,1,0,1,0,100
"Aotearoa Fellowship through the Centre for Brain Research, The University of Auckland",1,0,0,0,0,0,1,0,1,0,100
"Aotearoa Fellowship, Centre for Brain Research, The University of Auckland",1,0,0,0,0,0,1,0,0,0,0
Aotearoa Foundation,4,7,0,0,0,0,11,63,2,0,81
Aotearoa Foundation Fellowship,0,2,0,0,0,0,2,100,0,0,100
Aotearoa Foundation Neuroscience Postdoctoral Fellowship,1,0,0,0,0,0,1,0,1,0,100
Aotearoa Foundation Postdoctoral Fellowship,1,1,0,0,0,0,2,50,1,0,100
"Aotearoa Foundation, Centre for Brain Research, University of Auckland",0,2,0,0,0,0,2,100,0,0,100
Aotearoa-New Zealand Earthquake Commission (EQC),0,1,0,0,0,0,1,100,0,0,100
Aoteoroa Postdoctoral Fellowship,0,0,0,0,0,1,1,100,0,0,100
Aporte de Financiamiento Basal,1,0,0,0,0,0,1,0,1,0,100
"Appalachian Regional Commission, ARC",3,1,0,0,1,1,6,50,2,0,83
"Appalachian Regional Commission, ARC: DE170100310",0,1,0,0,0,0,1,100,0,0,100
"Appalachian Regional Commission, ARC: DP170102726, DP180102050",1,0,0,0,0,0,1,0,0,0,0
"Appalachian Regional Commission, ARC: FL130100038",0,0,0,0,0,1,1,100,0,0,100
"Appalachian State University, ASU",0,0,0,0,1,0,1,100,0,0,100
Appennino Tosco-Emiliano National Park,0,0,0,0,1,0,1,100,0,0,100
Applied Basic Research Foundation of Yunnan Province,0,0,0,0,0,1,1,100,0,0,100
Applied Basic Research Foundation of Yunnan Province: 2017FB072,0,0,0,0,0,1,1,100,0,0,100
"Applied Basic Research Program of WuHan City, China",1,0,0,0,0,0,1,0,0,0,0
Applied Basic Research Programme of Sichuan Provincial Department of Science and Technology,0,0,0,0,0,1,1,100,0,0,100
Applied Economics of Nanjing Audit University of the Priority Academic Program Development of Jiangsu Higher Education Institutions,0,0,0,0,1,0,1,100,0,0,100
Applied Fundamental Research Foundation of Yunnan Province,0,0,0,0,0,1,1,100,0,0,100
"Applied and Environmental Sciences University (Bogota, Colombia)",0,0,0,0,0,1,1,100,0,0,100
Araucaria FoundationFundacao Araucaria de Apoio ao Desenvolvimento Cientifico e Tecnologico do Estado do Parana FA,0,0,0,0,0,1,1,100,0,0,100
Arcadia,0,0,0,0,1,0,1,100,0,0,100
Archaeological Institute of America Site Preservation Committee Grant 2,1,0,0,0,0,0,1,0,1,0,100
Ardea Biosciences,1,0,0,0,0,0,1,0,1,0,100
Ardea Biosciences/AstraZeneca,0,1,0,0,0,0,1,100,0,0,100
"Argentine Consejo Nacional de Innovacion, Ciencia y Tecnologia",1,0,0,0,0,0,1,0,0,1,100
"Argonne National Laboratory, ANL",1,1,0,0,0,1,3,66,0,0,66
"Argonne National Laboratory, ANL: DE-AC02-06CH11357",0,1,0,0,0,0,1,100,0,0,100
Ariadne Laboratories through Brigham and Women's Hospital,0,1,0,0,0,0,1,100,0,0,100
Ariadne Labs through Brigham and Women's Hospital,0,1,0,0,0,0,1,100,0,0,100
Aristeia program,0,0,25,0,0,9,34,100,0,0,100
Aristeia program - EU-ESF,0,0,41,0,0,19,60,100,0,0,100
Aristeia program - EUESF,0,0,0,0,1,0,1,100,0,0,100
Aristeia program - Greek NSRFGreek Ministry of Development-GSRT,0,0,1,0,0,0,1,100,0,0,100
Aristeia programme,0,0,19,0,0,0,19,100,0,0,100
Aristeia programme - EU-ESF,0,0,24,0,0,1,25,100,0,0,100
Aristeia programme - Greek NSRF,0,0,1,0,0,0,1,100,0,0,100
Aristeia programs - EU-ESF,0,0,1,0,0,0,1,100,0,0,100
"Arizona Board of Regents, ABOR",1,0,0,0,0,0,1,0,1,0,100
"Arkansas Humanities Council, AHC",0,0,0,0,1,0,1,100,0,0,100
"Arkansas Humanities Council, AHC: ZL",0,0,0,0,1,0,1,100,0,0,100
"Army Research Laboratory, ARL",2,0,0,0,0,0,2,0,2,0,100
Army Research Office,0,0,0,0,1,0,1,100,0,0,100
"Army Research Office, ARO",2,0,0,1,2,0,5,60,1,0,80
"Army Research Office, ARO: W911NF-11-1-0481",1,0,0,0,0,0,1,0,1,0,100
"Army Research Office, ARO: W911NF-14-1-0011",0,0,0,0,1,0,1,100,0,0,100
"Army Research Office, ARO: W911NF-14-1-0411",1,0,0,0,0,0,1,0,0,0,0
Arthrex,2,0,0,0,0,0,2,0,2,0,100
Arthritis Australia,2,0,0,0,0,0,2,0,2,0,100
Arthritis NZ,0,1,0,0,1,0,2,100,0,0,100
Arthritis New Zealand,7,3,0,0,2,0,12,41,7,0,100
Arthritis New Zealand project grant,1,0,0,0,0,0,1,0,1,0,100
Arthritis New Zealand: 9752444,0,1,0,0,0,0,1,100,0,0,100
Arthritis New Zealand: R260,1,1,0,0,0,0,2,50,1,0,100
Arthritis New Zealand: R261,1,0,0,0,0,0,1,0,1,0,100
Arthritis New Zealand: R267,2,0,0,0,0,0,2,0,2,0,100
Arthritis Research UK,0,3,0,0,0,1,4,100,0,0,100
Arthritis Research UK: 18163,0,1,0,0,0,1,2,100,0,0,100
Arthritis Research UK: 20665,0,1,0,0,0,0,1,100,0,0,100
Arthritis Research UKVersus Arthritis,1,3,0,0,0,1,5,80,1,0,100
Arthritis Society,0,0,0,0,2,2,4,100,0,0,100
"Arthritis and Osteoporosis New South Wales, AONSW",1,0,0,0,0,0,1,0,0,1,100
"Arts Faculty Research Development Fund, University of Auckland",1,0,0,0,0,0,1,0,1,0,100
Artsdatabanken,0,0,0,0,0,1,1,100,0,0,100
Ascendis,0,0,0,0,0,1,1,100,0,0,100
Asia Diabetes Foundation,0,0,0,0,2,1,3,100,0,0,100
Asia New Zealand Foundation,2,2,0,0,0,0,4,50,1,1,100
Asia University,0,1,0,0,0,0,1,100,0,0,100
"Asia University, AU",0,1,0,0,0,0,1,100,0,0,100
"Asia University, AU: ASIA104-CMUH-10",0,1,0,0,0,0,1,100,0,0,100
Asia-Pacific Economic Cooperation Secretariat,1,0,0,0,0,0,1,0,0,0,0
Asia-Pacific Network for Global Change Research,1,0,0,0,0,0,1,0,1,0,100
"Asia-Pacific Network for Global Change Research, APN",3,0,0,0,0,0,3,0,2,0,66
"Asia-Pacific Network for Global Change Research, APN: CAF2016-RR05-CMY-Neef",1,0,0,0,0,0,1,0,1,0,100
"Asia-Pacific Network for Global Change Research, APN: CBA2010‐06NSY‐Kench",1,0,0,0,0,0,1,0,0,0,0
AsiaPacific Network for Global Change Research (APN),1,0,0,0,0,0,1,0,1,0,100
"Asian Institute of Technology, AIT",1,0,0,0,0,0,1,0,1,0,100
Asian Office of Aerospace Research and Development,1,0,0,0,0,0,1,0,0,1,100
Asian Office of Aerospace Research and Development award,0,1,0,0,0,1,2,100,0,0,100
Asociacion Espanola Contra el Cancer (AECC),0,1,0,0,0,0,1,100,0,0,100
Asociacion de Amigos of the University of Navarra,1,0,0,0,0,0,1,0,1,0,100
"Aspen Center for Physics, ACP",0,0,0,0,0,1,1,100,0,0,100
"Assistance Publique - Hôpitaux de Paris, AP-HP",0,0,0,0,1,0,1,100,0,0,100
Assistance Publique-Hopitaux de Paris,0,0,0,1,0,0,1,100,0,0,100
Assistance publique-Hôpitaux de Paris,0,0,0,1,0,0,1,100,0,0,100
Assistance publique-Hôpitaux de Paris: CRC16,0,0,0,1,0,0,1,100,0,0,100
Assistive Augmentation Research Grant through the Entrepreneurial Universities (EU) initiative of New Zealand,0,1,0,0,0,0,1,100,0,0,100
Assistive Augmentation research grant under the Entrepreneurial Universities (EU) initiative of New Zealand,3,2,0,1,0,0,6,50,0,0,50
Assistive Augmentation research grant under the Entrepreneurial Universities (EU) initiative of NewZealand,1,0,0,0,0,0,1,0,0,0,0
Association Francois Aupetit,0,0,0,1,0,0,1,100,0,0,100
"Association for Applied Sport Psychology, AASP",0,0,1,0,0,0,1,100,0,0,100
"Association for the Study of Animal Behaviour, ASAB",1,0,0,0,0,0,1,0,1,0,100
"Association of Anaesthetists of Great Britain and Ireland, AAGBI",0,0,0,0,1,0,1,100,0,0,100
"Association of Anaesthetists of Great Britain, AAGBI",0,0,0,0,1,0,1,100,0,0,100
Association of Avian Veterinarians Australasian Committee Ltd.,1,0,0,0,0,0,1,0,1,0,100
"Association of Avian Veterinarians, AAV",1,0,0,0,0,0,1,0,1,0,100
Association of Coloproctology of Great Britain and Ireland (ACPGBI),0,0,0,1,0,1,2,100,0,0,100
Association of Coloproctology of Great Britain and Ireland Delphi research programme,0,0,0,0,1,0,1,100,0,0,100
"Association of Research Libraries, ARL",0,0,0,0,1,0,1,100,0,0,100
"Association pour la Recherche sur le Cancer, ARC",0,0,0,0,1,0,1,100,0,0,100
"Association pour la Recherche sur le Cancer, ARC: DP0557540",0,0,0,0,1,0,1,100,0,0,100
Associazione Italiana,0,1,0,0,0,0,1,100,0,0,100
Associazione Italiana Ricerca sul Cancro (AIRC,0,2,0,0,0,0,2,100,0,0,100
"Associazione Italiana per la Ricerca sul Cancro, AIRC",0,0,0,0,0,2,2,100,0,0,100
Associazione Italiana per la Ricerca sul Cancro-AIRC-Italy (Italy)Associazione Italiana per la Ricerca sul Cancro (AIRC),0,1,0,0,0,0,1,100,0,0,100
Associazione Italiana per la Ricerca sul Cancro-AIRC-ItalyAssociazione Italiana per la Ricerca sul Cancro (AIRC),0,0,0,0,0,1,1,100,0,0,100
Associazione Italiana per la Ricerca sul CancroAssociazione Italiana per la Ricerca sul Cancro (AIRC),0,0,0,0,0,1,1,100,0,0,100
"Associação Fundo de Incentivo à Pesquisa, AFIP",1,0,0,0,0,0,1,0,1,0,100
Astellas Pharma,1,0,0,0,1,1,3,66,1,0,100
Astellas Pharma US,1,1,0,1,0,0,3,66,1,0,100
AstellasAstellas Pharmaceuticals,0,0,0,1,0,0,1,100,0,0,100
Asthma UK,0,1,0,0,0,0,1,100,0,0,100
Asthma UK Centre for Applied Research,0,1,0,0,0,0,1,100,0,0,100
"Asthma UK Centre for Applied Research, AUKCAR",1,0,0,0,0,0,1,0,1,0,100
Asthma UK Senior Clinical Fellowship award,0,1,0,0,0,0,1,100,0,0,100
Asthma and Respiratory Foundation,0,0,0,0,0,1,1,100,0,0,100
Asthma and Respiratory Foundation NZ,1,0,0,0,0,0,1,0,1,0,100
"Asthma and Respiratory Foundation NZ, ARFNZ",0,0,0,0,0,1,1,100,0,0,100
Astra ZenicaAstraZeneca,0,1,0,0,0,0,1,100,0,0,100
AstraZeneca,16,15,0,3,7,4,45,64,14,0,95
AstraZeneca Australia,1,0,0,0,1,0,2,50,0,0,50
AstraZeneca Canada,1,0,0,0,0,1,2,50,1,0,100
AstraZeneca RussiaAstraZeneca,0,1,0,0,0,0,1,100,0,0,100
AstraZeneca: ESR-17-12934,0,1,0,0,0,0,1,100,0,0,100
Ataxia UK,3,0,0,0,0,2,5,40,3,0,100
"Athens University of Economics and Business, AUEB",1,0,0,0,0,0,1,0,1,0,100
Athlae Lyon Starship Research Trust,1,0,0,1,0,0,2,50,1,0,100
"Athorn Trust (Auckland District Health Board), Auckland, New Zealand",0,0,0,1,0,0,1,100,0,0,100
Athorn trust,1,0,0,0,0,0,1,0,0,1,100
"AthornTrust (Auckland District Health Board), Auckland, New Zealand",0,0,0,1,0,0,1,100,0,0,100
Atlas Tilt Slab,1,0,0,0,0,0,1,0,0,1,100
"Atomic Energy Council, AEC",1,0,0,0,0,0,1,0,1,0,100
AuScope,0,0,0,1,0,0,1,100,0,0,100
Auckand Medical Research Foundation,1,0,0,0,0,0,1,0,0,1,100
Auckland Academic Health Alliance,1,0,0,0,0,0,1,0,1,0,100
Auckland Academic Health Alliance (AAHA),1,0,0,0,0,0,1,0,1,0,100
Auckland Academic Health Alliance Collaborative Research Grant,1,0,0,0,0,0,1,0,0,1,100
"Auckland Academic Health Alliance, A+ Trust",1,0,0,0,0,0,1,0,1,0,100
Auckland Bioengineering Institute,1,1,0,0,1,0,3,66,0,0,66
Auckland Bioengineering Institute MedTech,0,0,0,0,1,0,1,100,0,0,100
"Auckland Bioengineering Institute, The University of Auckland",1,0,0,0,0,0,1,0,1,0,100
Auckland Breast Cancer Registry,1,0,0,0,0,0,1,0,1,0,100
Auckland Cancer Society,1,0,0,0,0,0,1,0,1,0,100
Auckland Cancer Society Northland,0,1,0,0,0,0,1,100,0,0,100
Auckland Cancer Society Research Centre,5,1,0,0,0,0,6,16,4,0,83
"Auckland City Hospital (Auckland, NZ) Colorectal Surgery Research Group",1,0,0,0,0,0,1,0,1,0,100
Auckland Council,10,4,0,1,1,1,17,41,5,4,94
Auckland Council Parks,1,0,0,0,0,0,1,0,1,0,100
Auckland Council: 5461-PG-1204-007-JM,0,1,0,0,0,0,1,100,0,0,100
Auckland Council: AIRQU1901,0,0,0,0,1,0,1,100,0,0,100
Auckland Council: WS1092,1,0,0,0,0,0,1,0,0,1,100
Auckland Council: WS593,0,0,0,1,0,0,1,100,0,0,100
Auckland DHB Charitable Trust,3,2,0,1,0,0,6,50,3,0,100
Auckland DHB Charitable Trust: 5576,0,1,0,0,0,0,1,100,0,0,100
Auckland District Health Board,4,1,0,0,0,0,5,20,3,1,100
Auckland District Health Board (A+ Trust),1,0,0,0,0,0,1,0,1,0,100
Auckland District Health Board (Research Partnerships for New Zealand Health Delivery initiative),0,0,0,0,0,1,1,100,0,0,100
Auckland District Health Board + Trust,0,0,1,0,0,0,1,100,0,0,100
"Auckland District Health Board Athorn (study 7983), Auckland, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Auckland District Health Board Charitable Trust,1,0,0,1,3,0,5,80,1,0,100
Auckland District Health Board Research Trust,2,0,0,0,0,0,2,0,2,0,100
Auckland District Health Board research fund,1,0,0,0,0,0,1,0,1,0,100
"Auckland District Health Board, ADHB",8,2,0,4,1,0,15,46,6,2,100
"Auckland District Health Board, ADHB: 6429",1,0,0,0,0,0,1,0,1,0,100
Auckland Division of the Cancer Society of New Zealand,2,0,0,0,0,0,2,0,1,0,50
Auckland Foundation,1,0,0,0,0,0,1,0,0,0,0
Auckland Foundation Seelye Travelling Fellowship,0,0,0,0,0,1,1,100,0,0,100
"Auckland Genomics (University of Auckland, New Zealand)",1,0,0,0,0,0,1,0,1,0,100
Auckland Hazard Hub,0,1,0,0,0,0,1,100,0,0,100
Auckland Health Alliance Research Fund Project Grant,1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Foundation,50,40,0,9,8,11,118,57,40,3,94
Auckland Medical Research Foundation (AMRF),3,0,0,1,0,1,5,40,2,1,100
Auckland Medical Research Foundation (AMRF) Ruth Spencer Medical Research Fellowship,1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation (AMRF), New Zealand",1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Foundation (New Zealand) Edith C. Coan Research Fellowship,0,1,0,0,0,0,1,100,0,0,100
Auckland Medical Research Foundation Barbara Basham Doctoral Scholarship,0,0,0,0,1,0,1,100,0,0,100
Auckland Medical Research Foundation Doctoral Scholarship,1,0,0,1,0,0,2,50,1,0,100
Auckland Medical Research Foundation Douglas Goodfellow Medical Research Fellowship,0,0,0,0,0,1,1,100,0,0,100
Auckland Medical Research Foundation Douglas Goodfellow Repatriation Fellowship,3,2,0,0,0,0,5,40,2,1,100
"Auckland Medical Research Foundation Douglas Goodfellow Repatriation Fellowship, A Better Start National Science Challenge",0,1,0,0,0,0,1,100,0,0,100
Auckland Medical Research Foundation Edith C Coan Fellowship,1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Foundation Edith C. Coan Postdoctoral Fellowship,0,0,0,1,0,0,1,100,0,0,100
Auckland Medical Research Foundation Edith C. Coan Research Fellowship,0,0,0,1,0,0,1,100,0,0,100
Auckland Medical Research Foundation Funding Source,2,0,0,0,0,0,2,0,2,0,100
Auckland Medical Research Foundation Funding Source: Medline,2,0,0,0,0,0,2,0,2,0,100
"Auckland Medical Research Foundation Grant, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Foundation Postdoctoral Fellowship,0,2,0,0,0,0,2,100,0,0,100
Auckland Medical Research Foundation Ruth Spencer Fellowship,1,0,0,1,0,3,5,80,1,0,100
"Auckland Medical Research Foundation, AMRF",71,30,0,15,10,9,135,47,54,7,92
"Auckland Medical Research Foundation, AMRF: 1 1 15 011",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1108004",2,0,0,1,0,0,3,33,1,0,66
"Auckland Medical Research Foundation, AMRF: 1110013",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1113005",1,0,0,0,0,0,1,0,0,0,0
"Auckland Medical Research Foundation, AMRF: 1113009",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1113020",0,0,0,0,0,2,2,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1113022",0,0,0,0,0,1,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1114010",1,1,0,0,0,0,2,50,1,0,100
"Auckland Medical Research Foundation, AMRF: 1114011",0,0,0,0,1,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1114016",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1115012",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1116001",0,0,0,0,2,0,2,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1116005",1,0,0,0,0,0,1,0,0,1,100
"Auckland Medical Research Foundation, AMRF: 1116012",1,0,0,0,0,0,1,0,0,0,0
"Auckland Medical Research Foundation, AMRF: 1116021",4,0,0,0,0,0,4,0,3,0,75
"Auckland Medical Research Foundation, AMRF: 1117015",5,0,0,0,0,0,5,0,5,0,100
"Auckland Medical Research Foundation, AMRF: 1117016",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1117017",1,2,0,0,0,0,3,66,1,0,100
"Auckland Medical Research Foundation, AMRF: 1117020",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1118006, 81555",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1118017, 1217004",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1118020, GOSS08C0, GOSS15A0, GOSS17A0, GOSS18A0, GROW-SC16K0, MUHLEB17A0, RAMSEY03Y0, RIEKER19A0",0,0,0,0,1,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1211003",0,0,0,1,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 1218001",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1219006",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 17/13",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 1720008",0,2,0,0,0,0,2,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 2116013",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 3112011",5,0,0,6,2,0,13,61,4,1,100
"Auckland Medical Research Foundation, AMRF: 3581",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 3712563, 3715590",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 3713305",2,0,0,0,0,0,2,0,2,0,100
"Auckland Medical Research Foundation, AMRF: 5117014",0,1,0,0,0,0,1,100,0,0,100
"Auckland Medical Research Foundation, AMRF: 81542",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, AMRF: 81555",1,0,0,0,0,0,1,0,1,0,100
"Auckland Medical Research Foundation, Auckland, New Zealand",4,0,0,4,2,0,10,60,3,1,100
"Auckland Medical Research Foundation, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Foundation/Perpetual David and Cassie Anderson Postdoctoral Fellowship,1,0,0,0,0,0,1,0,1,0,100
Auckland Medical Research Fund,1,0,0,0,0,2,3,66,1,0,100
Auckland Medical Research Fund Doctoral Scholarship,1,0,0,0,0,0,1,0,0,0,0
"Auckland Northland Cancer Society, New Zealand",0,1,0,0,0,0,1,100,0,0,100
Auckland Orthopedic Society (AOS),1,0,0,0,0,0,1,0,1,0,100
"Auckland Regional Council, ARC",2,0,0,0,1,1,4,50,2,0,100
"Auckland Regional Council, ARC: DP180101602",0,0,0,0,1,0,1,100,0,0,100
Auckland Regional Health Boards,0,0,0,0,1,0,1,100,0,0,100
Auckland Transport,2,0,0,0,0,0,2,0,1,1,100
Auckland UniServices,1,0,0,0,0,0,1,0,1,0,100
Auckland UniServices Limited,7,5,0,0,0,1,13,46,5,2,100
Auckland UniServices Ltd.,0,1,0,2,0,0,3,100,0,0,100
Auckland University Engineering Association,1,0,0,0,0,0,1,0,1,0,100
Auckland University Future Research Development Fund,1,0,0,0,0,0,1,0,1,0,100
Auckland University of Technology,3,1,0,0,1,0,5,40,2,1,100
Auckland University of Technology (AUT),3,0,0,0,0,0,3,0,2,0,66
Auckland University of Technology Doctoral Scholarship,1,0,0,0,0,0,1,0,1,0,100
Auckland University of Technology Strategic Research Investment Fund,0,1,0,0,0,0,1,100,0,0,100
"Auckland University of Technology in Auckland, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Auckland University of Technology's Strategic Research Investment Fund (SRIF),0,1,0,0,0,0,1,100,0,0,100
"Auckland University of Technology, New Zealand",1,0,0,0,0,0,1,0,1,0,100
"Auckland University of Technology, New Zealand, AUT",16,3,0,0,0,0,19,15,12,2,89
Auckland War Memorial Museum,2,0,0,0,0,0,2,0,1,1,100
Auckland Zoo Research Grant,0,1,0,0,0,0,1,100,0,0,100
Auckland and Northland Branch of the Cancer Society of New Zealand,0,0,0,0,0,1,1,100,0,0,100
Auckland/Northland Division of the Cancer Society of New Zealand,0,1,0,0,0,0,1,100,0,0,100
Australasian Antarctic Expedition 2013-2014,0,1,0,0,0,0,1,100,0,0,100
"Australasian Cerebral Palsy Clinical Trials Network, a Centre for Research Excellence - the National Health Medical Research Council (Australia)",1,0,0,0,0,0,1,0,1,0,100
Australasian Cerebral Palsy Clinical trials Network Centre for Research Excellence (AusCP-CTN CRE),1,0,0,0,0,0,1,0,1,0,100
Australasian Cleft Lip and Palate Education Trust,1,0,0,0,0,0,1,0,1,0,100
Australasian College for Emergency Medicine Foundation,0,1,0,0,0,0,1,100,0,0,100
"Australasian College for Emergency Medicine Morson-Taylor Research Award 2018, Melbourne, Victoria, Australia",1,0,0,0,0,0,1,0,1,0,100
"Australasian College for Emergency Medicine, ACEM",2,1,0,0,0,0,3,33,2,0,100
"Australasian Menopause Society, AMS",1,0,0,0,0,0,1,0,0,1,100
Australasian Paediatric Endocrine Care (APEC),1,0,0,0,0,0,1,0,1,0,100
Australasian Paediatric Endocrine Group,1,0,0,0,0,0,1,0,1,0,100
"Australasian Sleep Association, ASA",1,0,0,0,0,0,1,0,1,0,100
Australasian Society for Parenteral and Enteral Nutrition Research Grant,0,1,0,0,0,0,1,100,0,0,100
Australasian Society for the Study of Animal Behaviour,1,0,0,0,0,1,2,50,1,0,100
Australasian Society for the Study of Animal Behaviour (ASSAB),1,0,0,0,0,0,1,0,0,1,100
"Australasian Society of Clinical Immunology and Allergy, ASCIA",1,1,0,0,0,0,2,50,0,1,100
Australia,0,1,0,0,1,0,2,100,0,0,100
Australia (Australian Antarctic program),0,0,0,0,1,0,1,100,0,0,100
Australia Awards Scholarship,1,0,0,0,0,0,1,0,1,0,100
Australia New Zealand Gynaecological Oncology Group,1,0,0,0,0,0,1,0,1,0,100
Australia Research Council Discovery ProgramAustralian Research Council,1,0,0,0,0,0,1,0,1,0,100
Australia Zoo,1,0,0,0,0,0,1,0,0,1,100
Australia-Germany Joint Research Cooperation Scheme (UA-DAAD),0,0,0,1,0,0,1,100,0,0,100
Australia/NZ IODP Consortium (ANZIC),0,1,0,0,0,0,1,100,0,0,100
Australia: Premier's Science and Research Fund,0,1,0,0,0,0,1,100,0,0,100
"Australia: Premier's Science and Research Fund, South Australian Government",0,0,0,0,1,0,1,100,0,0,100
"Australian Acoustical Society, AAS",1,0,0,0,0,0,1,0,0,0,0
"Australian Acoustical Society, AAS: 4482",1,0,0,0,0,0,1,0,0,0,0
Australian American Association University of Queensland Fellowship,0,1,0,0,0,0,1,100,0,0,100
Australian Antarctic Division,1,1,0,0,0,0,2,50,1,0,100
"Australian Antarctic Division, AAD",1,1,0,0,0,0,2,50,1,0,100
"Australian Antarctic Division, Australia",1,0,0,0,0,0,1,0,1,0,100
Australian Antarctic Science (AAS),1,0,0,0,0,0,1,0,0,0,0
Australian Astronomical Observatory through the Shaw Distinguished Visitor scheme,0,0,0,1,0,0,1,100,0,0,100
"Australian Astronomical Observatory, AAO",0,0,0,1,0,0,1,100,0,0,100
Australian Biological Resources Study,1,0,0,0,1,0,2,50,1,0,100
"Australian Biological Resources Study, ABRS",1,0,0,0,1,0,2,50,1,0,100
"Australian Biological Resources Study, ABRS: TTC216-03",1,0,0,0,0,0,1,0,1,0,100
Australian Biosecurity Cooperative Research Centre for Emerging Infectious Diseases,0,1,0,0,0,0,1,100,0,0,100
"Australian Biosecurity Cooperative Research Centre for Emerging Infectious Diseases, ABCRC",1,0,0,0,0,0,1,0,1,0,100
Australian Cancer Council NSW,0,1,0,0,0,0,1,100,0,0,100
