Department,Total,closed,gold,diamond,bronze,green,hybrid,Journal articles,Open,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Department of General Practice and Primary Care, University of Auckland",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of General Practice and Primary Health Care, Faculty of Medical and Health Science, University of Auckland",5,2,1,2,0,0,0,5,3,60%,1,0,80%
"Department of General Practice and Primary Health Care, Faculty of Medical and Health Sciences, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Practice and Primary Health Care, Faculty of Medical and Health Sciences, University of Auckland",4,1,2,0,1,0,0,4,3,75%,1,0,100%
"Department of General Practice and Primary Health Care, Faculty of Medicine and Health Science, University of Auckland",2,0,0,0,2,0,0,2,2,100%,0,0,100%
"Department of General Practice and Primary Health Care, School of Population Health, Faculty of Medical and Health Sciences, University of Auckland",5,1,3,0,0,1,0,5,4,80%,1,0,100%
"Department of General Practice and Primary Health Care, School of Population Health, University of Auckland",6,5,1,0,0,0,0,6,1,16%,3,2,100%
"Department of General Practice and Primary Health Care, The University of Auckland",5,3,0,0,0,1,1,5,2,40%,3,0,100%
"Department of General Practice and Primary Health Care, University of Auckland",35,14,4,3,5,3,6,34,21,61%,9,0,85%
"Department of General Practice and Primary Health, University of Auckland",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"Department of General Practice and Primary Healthcare, School of Population Health, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of General Practice and Primary Healthcare, University of Auckland",2,2,0,0,0,0,0,2,0,0%,1,1,100%
"Department of General Practice, Faculty of Medical and Health Sciences, University of Auckland",3,0,2,0,1,0,0,3,3,100%,0,0,100%
"Department of General Practice, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Middlemore Hospital, 100 Hospital Road, Otahuhu, Auckland, 2025, New Zealand, Department of Medicine, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Middlemore Hospital, 100 Hospital Road, Otahuhu, Auckland, 2025, New Zealand, Department of Surgery, South Auckland Clinical School, Faculty of Medical and Health Sciences, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Middlemore Hospital, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of General Surgery, The Royal Melbourne Hospital, Melbourne, VIC, Australia, Department of Surgery, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Whangārei Hospital, Northland, New Zealand, Department of Surgery, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgical Specialties, Royal Melbourne HospitalVictoria, Australia, Department of Surgical Oncology, Peter MacCallum Cancer CentreVictoria, Australia, Department of Surgery, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgical Specialties, The Royal Melbourne Hospital, Melbourne, VIC, Australia, Department of Surgery, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Genitourinary Oncology, H Lee Moffitt Cancer Center and Research Institute, Tampa, FL, United States, University of Auckland",2,1,0,0,0,1,0,2,1,50%,1,0,100%
"Department of Geological Sciences, University of Canterbury, Private Bag 4800, Christchurch, 8140, New Zealand, School of Environment, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Geriatric Medicine, Faculty of Medical and Health Sciences, University of Auckland",3,0,2,0,0,1,0,3,3,100%,0,0,100%
"Department of Geriatric Medicine, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geriatric Medicine, University of Auckland",4,2,2,0,0,0,0,4,2,50%,1,1,100%
"Department of Global Studies, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Gynaecological Oncology, National Women's Health, Auckland City Hospital, Auckland, New Zealand, Department of Gynaecological Oncology, University of Auckland",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Gynecological Oncology, National Women's Health at Auckland City Hospital, Auckland, New Zealand, Department of Obstetrics and Gynecology, University of Auckland",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Haematology, Auckland City Hospital, Auckland, New Zealand, Department of Molecular Medicine and Pathology, School of Medical Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Haematology, Auckland City Hospital, Auckland, New Zealand, Department of Pathology and Laboratory Medicine, LabPlus, Auckland City Hospital, Auckland, New Zealand, Department of Molecular Medicine and Pathology, School of Medical Sciences, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Haematology, The Auckland City Hospital, Auckland, New Zealand, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Haematology, Waitemata District Health Board, Auckland, New Zealand, Faculty of Medical and Health Sciences, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Head and Neck Surgery, Florida Hospital Celebration Health, CelebrationFL, United States, Department of Surgery, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Health and Human Development, Montana State University, Bozeman, MT, United States, Centre for Longitudinal Research – He Ara ki Mua, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Health and Social Care, Faculty of Wellbeing, Education, and Language Studies, The Open University, Milton Keynes, United Kingdom, Department of Psychological Medicine, Faculty of Medical and Health Sciences, The University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of History, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Human Nutrition, University of Otago, Dunedin, New Zealand, Department of General Practice and Primary Care, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Hydraulic Engineering, Tsinghua University, Beijing, 100084, China, School of Biological and Chemical Engineering, Nan Yang Institute of Technology, Nan Yang, 473306, China, Department of Chemical and Materials Engineering, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Hydraulic Engineering, Tsinghua University, Beijing, China, Department of Chemical & Materials Engineering, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Hydraulic Engineering, Tsinghua University, China, Department of Chemical & Materials Engineering, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Infectious Diseases, Auckland City Hospital, Auckland, New Zealand, Department of Molecular Medicine and Pathology, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Infectious Diseases, Auckland Hospital, Auckland, New Zealand, Department of Molecular Medicine and Pathology, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Information Systems & Operations Management, University of Auckland",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Information Systems Operations Management, Business School, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Information Systems and Operations Management (ISOM), The University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Information Systems and Operations Management, Business School, The University of Auckland",3,3,0,0,0,0,0,3,0,0%,0,3,100%
"Department of Information Systems and Operations Management, Faculty of Business and Economics, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Information Systems and Operations Management, The University of Auckland",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Department of Information Systems and Operations Management, University of Auckland",3,3,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Integrated Traditional Chinese and Western Medicine, Sichuan Provincial Pancreatitis Centre and West China-Liverpool Biomedical Research Centre, West China Hospital, Sichuan University, Chengdu, 610041, China, Applied Surgery and Metabolism Laboratory, School of Biological Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Integrated Traditional Chinese and Western Medicine, Sichuan Provincial Pancreatitis Centre and West China-Liverpool Biomedical Research Centre, West China Hospital, Sichuan University, Chengdu, 610041, China, West China-Washington Mitochondria and Metabolism Center, West China Hospital, Sichuan University, Chengdu, 610041, China, Applied Surgery and Metabolism Laboratory, School of Biological Sciences, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Law, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Linguistic and Cultural Evolution, Max Planck Institute for the Science of Human History, Jena, Germany, School of Psychology, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Linguistic and Cultural Evolution, Max Planck Institute for the Science of Human History, Kahlaische Strasse 10, Jena, Germany, School of Psychology, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of MCD Biology, University of California, Santa Barbara, United States, School of Biological Sciences, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Ma ori Studies, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Management Science and Engineering, Zhejiang Sci-Tech University, Hangzhou, China, Department of Information Systems and Operations Management, The University of Auckland",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Management and International Business, Business School, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Management and International Business, Faculty of Business and Economics, University of Auckland",3,1,2,0,0,0,0,3,2,66%,1,0,100%
"Department of Management and International Business, School of Business, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Management and International Business, The University of Auckland",9,4,1,0,0,4,0,9,5,55%,3,1,100%
"Department of Management and International Business, University of Auckland",8,3,0,0,0,4,1,8,5,62%,1,2,100%
"Department of Management and International Business, the University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Marketing, Business School, The University of Auckland",2,2,0,0,0,0,0,2,0,0%,1,1,100%
"Department of Marketing, Faculty of Business and Economics, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Marketing, The University of Auckland",7,7,0,0,0,0,0,7,0,0%,2,4,85%
"Department of Marketing, University of Auckland",25,19,1,0,1,4,0,25,6,24%,7,9,88%
"Department of Mathematic, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Mathematics and Statistics, Dalhousie University, Halifax, NS  B3H 3J5, Canada, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Mathematics and Statistics, University of Helsinki, Helsinki, Finland, School of Computer Science, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Mathematics and Statistics, University of Otago, New Zealand, Cancer Trials New Zealand, Faculty of Medical and Health Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Mathematics, Dodd-Walls Centre for Photonic and Quantum Technologies, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Mathematics, The University of Auckland",21,10,1,0,0,9,1,20,11,55%,8,0,90%
"Department of Mathematics, University of Auckland",82,39,6,0,7,28,2,80,42,52%,29,9,97%
Department of Mechanical Engineering at the University of Auckland,1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Mechanical Engineering, Acoustics Research Centre, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Mechanical Engineering, Centre for Advanced Composite Materials, The University of Auckland",4,4,0,0,0,0,0,4,0,0%,3,1,100%
"Department of Mechanical Engineering, Faculty of Engineering, The University of Auckland",2,1,0,0,0,1,0,2,1,50%,1,0,100%
"Department of Mechanical Engineering, Faculty of Engineering, University of Auckland",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Mechanical Engineering, Medical Devices and Technologies Group, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Mechanical Engineering, New Dexterity Research Group, University of Auckland",3,2,1,0,0,0,0,3,1,33%,0,2,100%
"Department of Mechanical Engineering, Smart Materials and Microtechnologies Group, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Mechanical Engineering, The University of Auckland",58,49,3,0,1,4,1,57,9,15%,41,6,96%
"Department of Mechanical Engineering, University of Auckland",141,102,17,0,6,14,2,137,39,28%,68,22,91%
"Department of Mechanical Engineering, the University of Auckland",4,3,0,0,0,1,0,4,1,25%,2,1,100%
"Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong, 999077, Hong Kong, Department of Mechanical Engineering, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicinal Chemistry, School of Chemistry, Faculty of Science, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Auckland University, Auckland, New Zealand, Section of Epidemiology and Biostatistics, School of Population Health, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Bone and Joint Research Group, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Centre for Brain Research, School of Medical Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Medicine, Centre for Brain Research, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Medicine, Department of General Practice and Primary Health Care, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Faculty of Medical & Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Faculty of Medical and Health Sciences, The University of Auckland",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Medicine, Faculty of Medical and Health Sciences, University of Auckland",33,17,7,0,7,1,1,33,16,48%,16,0,96%
"Department of Medicine, Faculty of Medicine and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Faculty of medical and health sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, School of Biological Sciences, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, School of Medicine, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, School of Medicine, University of Auckland",4,3,0,0,0,0,1,4,1,25%,3,0,100%
"Department of Medicine, The University of Auckland",7,6,0,0,1,0,0,7,1,14%,6,0,100%
"Department of Medicine, University of Auckland",87,42,21,0,11,10,3,87,45,51%,31,6,94%
"Department of Medicine, University of Otago, Christchurch, New Zealand, Brain Research New Zealand, The University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Medicine, Waikato Clinical Campus, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, Otago School of Medical Sciences, University of Otago, Dunedin, 9054, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, School of Biomedical Sciences, University of Otago, Dunedin, 9054, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, School of Biomedical Sciences, University of Otago, Dunedin, 9054, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland",4,1,0,0,1,1,1,4,3,75%,0,0,75%
"Department of Microbiology and Immunology, School of Biomedical Sciences, University of Otago, Dunedin, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, The University of Auckland",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Microbiology and Immunology, School of Biomedical Sciences, University of Otago, Dunedin, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Microbiology and Immunology, University of Otago, Dunedin, 9054, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, University of Otago, Dunedin, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, The University of Auckland",2,0,0,0,2,0,0,2,2,100%,0,0,100%
"Department of Microbiology and Immunology, University of Otago, Dunedin, New Zealand, Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland",5,0,1,0,3,0,1,5,5,100%,0,0,100%
"Department of Microbiology and Immunology, University of Otago, Dunedin, New Zealand, School of Biological Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Microbiology, Monash University, Clayton, VIC  3800, Australia, School of Biological Sciences, Auckland, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine & Pathology, School of Medical Sciences, Faculty of Medical & Health Sciences, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine & Pathology, School of Medical Sciences, The University of Auckland",4,0,2,0,1,1,0,4,4,100%,0,0,100%
"Department of Molecular Medicine & Pathology, School of Medical Sciences, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Molecular Medicine & Pathology, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Molecular Medicine and Centre for Brain Research, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology and Centre for Brain Research, School of Medical Sciences, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology and Centre for Brain Research, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology, Faculty of Medical and Health Sciences, The University of Auckland",9,4,4,0,0,1,0,9,5,55%,4,0,100%
"Department of Molecular Medicine and Pathology, Faculty of Medical and Health Sciences, University of Auckland",14,4,6,0,2,0,2,14,10,71%,3,0,92%
"Department of Molecular Medicine and Pathology, Faculty of Medicine and Health Science, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology, Faculty of Medicine and Health Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Molecular Medicine and Pathology, Faculty of Medicine, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology, Leukaemia and Blood Cancer Research Unit, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine and Pathology, School of Medical Sciences, Faculty of Medical and Health Sciences, University of Auckland",2,0,1,0,1,0,0,2,2,100%,0,0,100%
"Department of Molecular Medicine and Pathology, School of Medical Sciences, The University of Auckland",3,2,0,0,0,0,1,3,1,33%,2,0,100%
"Department of Molecular Medicine and Pathology, School of Medical Sciences, University of Auckland",11,5,2,1,1,1,1,11,6,54%,3,0,81%
"Department of Molecular Medicine and Pathology, The University of Auckland",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Molecular Medicine and Pathology, University of Auckland",29,12,8,1,0,3,5,29,17,58%,10,0,93%
"Department of Molecular Medicine and Pathology, and Centre for Brain Research, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Molecular Medicine, Maurice Wilkins Centre, The University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Molecular Medicine, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Molecular Sciences, Macquarie University, Sydney, 2109, Australia, Department of Molecular Medicine & Pathology, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Molecular Sciences, Macquarie University, Sydney, Australia, Biomolecular Discovery and Design Research Centre, Macquarie University, Sydney, Australia, Department of Molecular Medicine & Pathology, University of Auckland",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Molecular Sciences, Macquarie University, Sydney, Australia, Department of Molecular Medicine & Pathology, University of Auckland",3,3,0,0,0,0,0,3,0,0%,3,0,100%
"Department of Molecular Sciences, Macquarie University, Sydney, NSW, Australia, Department of Molecular Medicine Pathology, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Molecular and Cell Biology, University of Connecticut, Storrs, CT  06269-3125, United States, Bioinformatics Institute, School of Biological Sciences, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Molecular and Integrative Physiology, University of Michigan, Ann Arbor, MI, United States, Liggins Institute, The University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Molecular, Cellular, and Developmental Biology, University of California, Santa Barbara, CA  93117, United States, Neuroscience Research Institute, University of California, Santa Barbara, CA  93117, United States, School of Biological Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Nephrology, Auckland City Hospital, Auckland, 1023, New Zealand, Department of Medicine, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Nephrology, Auckland City Hospital, Auckland, New Zealand, Department of Medicine, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neurology, Auckland City Hospital, 2 Park Road, Grafton, Auckland  1023, New Zealand, Centre for Brain Research, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neurology, Auckland City Hospital, Level 8, Support Building, 2 Park Road, Grafton, Auckland, 1023, New Zealand, Department of Medicine, Faculty of Medical and Health Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Neurology, Auckland City Hospital, Private Bag 92024, Auckland, 1142, New Zealand, Centre for Brain Research, Neurogenetics Research Clinic, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neurology, Auckland City Hospital, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Neurology, Auckland District Health Board, Auckland, New Zealand, Centre of Brain Research Neurogenetics Research Clinic, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neuromuscular Disease, UCL Queen Square Institute of Neurology, National Hospital for Neurology and Neurosurgery, London, United Kingdom, Centre for Brain Research Neurogenetics Research Clinic, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neurosurgery, Waikato Hospital, Hamilton, New Zealand, Department of Vascular Surgery, Waikato Hospital, Hamilton, New Zealand, Faculty of Medicine, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Nursing, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Nutrition and Dietetics, Auckland City Hospital, Auckland, New Zealand, Department of Surgery, School of Medicine, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Nutrition, School of Medical Science, Faculty of Medical and Health Sciences, The University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Nutrition, School of Medical Sciences, University of Auckland",2,0,0,0,0,2,0,2,2,100%,0,0,100%
"Department of Nutrition, School of Public Health, University of São Paulo, São Paulo, Brazil, Centre for Longitudinal Research - He Ara Ki Mua, School of Population Health (Building 730, Level 3), Tamaki Campus, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Nutrition, University of Auckland",3,3,0,0,0,0,0,3,0,0%,1,0,33%
"Department of Obstetrics & Gynaecology, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics & Gynecology, Faculty of Medical and Health Sciences, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Obstetrics & Gynecology, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynaecology, Faculty of Medical and Health Science, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Obstetrics and Gynaecology, Faculty of Medical and Health Sciences, School of Medicine, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynaecology, Faculty of Medical and Health Sciences, The University of Auckland",5,3,1,0,1,0,0,5,2,40%,3,0,100%
"Department of Obstetrics and Gynaecology, Faculty of Medical and Health Sciences, University of Auckland",18,8,4,0,3,1,2,18,10,55%,7,0,94%
"Department of Obstetrics and Gynaecology, Faculty of Medicine and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynaecology, Liggins Institute, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Obstetrics and Gynaecology, School of Population Health, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Obstetrics and Gynaecology, The First Affiliated Hospital of Chongqing Medical University, Chongqing, 400016, China, Institute of Life Sciences, Chongqing Medical University, Chongqing, 400016, China, Liggins Institute, The University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Obstetrics and Gynaecology, The University of Auckland",14,9,2,0,0,3,0,14,5,35%,5,0,71%
"Department of Obstetrics and Gynaecology, University of Auckland",55,22,10,0,11,7,5,55,33,60%,12,1,83%
"Department of Obstetrics and Gynecology, Faculty of Medical and Health Sciences, University of Auckland",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Obstetrics and Gynecology, First Affiliated Hospital of Chongqing Medical University, 1 Youyi road, Yuzhong, Chongqing, 400016, China, Chongqing Key Laboratory of Maternal and Fetal Medicine, Chongqing, 400016, China, Joint International Research Laboratory of Reproduction and Development of Chinese Ministry of Education, Chongqing Medical University, Chongqing, 400016, China, Liggins Institute, University of Auckland",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Obstetrics and Gynecology, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China, Canada - China -New Zealand Joint Laboratory of Maternal and Fetal Medicine, Chongqing Medical University, Chongqing, 400016, China, Liggins Institute, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynecology, The Ritchie Centre, Hudson Institute of Medical Research, Monash University, Melbourne, VIC, Australia, Department of Physiology, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Obstetrics and Gynecology, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, 400016, China, Institute of Life Sciences, Chongqing Medical University, Chongqing, 400016, China, Liggins Institute, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynecology, The University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynecology, University of Auckland",6,2,2,0,0,2,0,6,4,66%,2,0,100%
"Department of Obstetrics and Gynecology, the 1st Affiliated Hospital of Chongqing Medical University, China, Liggins Institute, University of Auckland",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Ynaecology, University of Auckland",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Obstetrics, First Affiliated Hospital of Chongqing Medical University, Chongqing, China, Ministry of Education of China International Collaborative Joint Laboratory of Reproduction and Development, Chongqing Medical University, Chongqing, China, Liggins Institute, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Obstetrics, First Affiliated Hospital, Chongqing Medical University, Chongqing, 400716, China, State Key Laboratory of Maternal and Fetal Medicine of Chongqing Municipality, First Affiliated Hospital, Chongqing Medical University, Chongqing, 400716, China, Liggins Institute, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Obstetrics, the First Affiliated Hospital of Chongqing Medical University, Chongqing, China, International Collaborative Joint Laboratory of Reproduction and Development of Ministry of Education of China, Chongqing Medical University, Chongqing, China, Liggins Institute, University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Oncology, School of Medical Sciences, The University of Auckland",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Oncology, School of Medical Sciences, University of Auckland",1,0,1,0,0,0,0,1,1,100%,0,0,100%
