Funder,closed,gold,diamond,bronze,green,hybrid,Total,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Agricultural Experiment Station, New Mexico State University, AES, NMSU: SD00H392-11",0,1,0,0,0,0,1,100,0,0,100
Agricultural Research Development Agency,1,0,0,0,0,0,1,0,1,0,100
"Agricultural Research Development Agency, ARDA",1,0,0,1,0,0,2,50,1,0,100
Agricultural Research Service under the Soil and Air National Program,1,0,0,0,0,0,1,0,1,0,100
"Agricultural Research Service, USDA ARS",2,0,0,0,0,0,2,0,1,0,50
"Agricultural Research Service, USDA ARS: 17-LIU-003-CSG, AgreementNo.59-8072-6-001",1,0,0,0,0,0,1,0,0,0,0
Agricultural Science and Technology Innovation Program in Chinese Academy of Agricultural Sciences,1,0,0,0,0,0,1,0,1,0,100
Agricultural and Marketing Research and Development Trust,1,2,0,0,1,0,4,75,1,0,100
Agricultural and Marketing Research and Development Trust (AGMARDT),1,0,0,0,0,0,1,0,1,0,100
"Agricultural and Marketing Research and Development Trust, AGMARDT",6,4,0,2,1,1,14,57,6,0,100
"Agricultural and Marketing Research and Development Trust, AGMARDT: A17022",0,0,0,0,0,1,1,100,0,0,100
"Agricultural and Marketing Research and Development Trust, AGMARDT: AIGPrReq-000220",0,2,0,0,0,0,2,100,0,0,100
"Agricultural and Marketing Research and Development Trust, New Zealand",1,0,0,0,0,0,1,0,1,0,100
Agricultural research group on sustainability,0,0,0,0,1,0,1,100,0,0,100
Agriculture Research System of China,2,0,0,0,0,0,2,0,2,0,100
Agriculture Research System of China: CARS-35-32,1,0,0,0,0,0,1,0,1,0,100
Agriculture Research System of China: CARS‐47,1,0,0,0,0,0,1,0,1,0,100
"Agriculture and Forestry University (AFU), Nepal",1,0,0,0,0,0,1,0,1,0,100
"Agriculture and Forestry University, Nepal",1,0,0,0,0,0,1,0,1,0,100
Agrisearch,1,0,0,0,0,0,1,0,0,0,0
Akademie Ved Ceske Republiky,0,0,0,0,0,2,2,100,0,0,100
"Akademie VÄd ÄeskÃ© Republiky, AV ÄR",0,0,0,0,0,0,0,0,0,0,0
"Akademie Věd České Republiky, AV ČR",1,2,0,0,0,3,6,83,1,0,100
"Akademie Věd České Republiky, AV ČR: PCI2018– 092939",0,1,0,0,0,0,1,100,0,0,100
Alabama Commission on Higher Education,1,0,0,0,1,0,2,50,1,0,100
"Alabama Commission on Higher Education: 1-8/ HEC/HRD/2017/8208, 20-3370/NRPU/R&D/HEC2014/455",0,0,0,0,1,0,1,100,0,0,100
Alan Graham Fund in Global Change,1,0,0,0,0,0,1,0,1,0,100
Alexander von Humboldt Foundation,0,1,0,0,0,0,1,100,0,0,100
Alexander von Humboldt-Stiftung,0,1,0,0,0,0,1,100,0,0,100
Alexander von Humboldt-Stiftung: 3.4 - IRN - 1191261,0,1,0,0,0,0,1,100,0,0,100
Alien Challenge,0,0,0,0,0,1,1,100,0,0,100
Allan Wilson Centre,0,1,0,0,0,0,1,100,0,0,100
"Allan Wilson Centre, AWC",0,1,0,0,0,0,1,100,0,0,100
Amuri Irrigation Company Ltd,1,0,0,0,0,0,1,0,1,0,100
Antarctica New Zealand,2,0,0,1,0,1,4,50,2,0,100
"Appalachian Regional Commission, ARC",1,0,0,0,0,0,1,0,1,0,100
"Appalachian Regional Commission, ARC: 39/13, MOE2013-T2-1-079",1,0,0,0,0,0,1,0,1,0,100
Aqualinc Research,1,0,0,0,0,0,1,0,1,0,100
Aristotle University of Thessaloniki,1,0,0,0,0,0,1,0,1,0,100
"Arizona State University, ASU",0,0,0,0,2,0,2,100,0,0,100
"Arizona State University, ASU: 1230603",0,0,0,0,2,0,2,100,0,0,100
Ashley-Rakahuri Rivercare group,1,0,0,0,0,0,1,0,1,0,100
Asociacion Cooperadora INTA General Villegas,1,0,0,0,0,0,1,0,1,0,100
"Association Française d'Urologie, AFU",1,0,0,0,0,0,1,100,0,0,100
